类型,代码,名称,完整代码,市场
指数,h20736,海外中国内地全(HKD),h20736.CSI,CSI
指数,h20737,海外中国内地全(USD),h20737.CSI,CSI
指数,h20738,四川国改全收益,h20738.CSI,CSI
指数,h20740,300红利低波全收益,h20740.CSI,CSI
指数,h20741,CS航空全收益,h20741.CSI,CSI
指数,h20742,中证电商全收益,h20742.CSI,CSI
指数,h20743,中证生科全收益,h20743.CSI,CSI
指数,h20745,CSWD数据全收益,h20745.CSI,CSI
指数,h20746,港中小企全收益,h20746.CSI,CSI
指数,h20747,港中小企(CNY)全收益,h20747.CSI,CSI
指数,h20748,沪深300(全)USD,h20748.CSI,CSI
指数,h20749,沪深300(全)USD(CNH),h20749.CSI,CSI
指数,h20750,中证500(全)USD,h20750.CSI,CSI
指数,h20751,中证500(全)USD(CNH),h20751.CSI,CSI
指数,h20752,中证500(全)HKD,h20752.CSI,CSI
指数,h20753,中证500(全)HKD(CNH),h20753.CSI,CSI
指数,h20754,民企成长(全)USD,h20754.CSI,CSI
指数,h20755,民企成长(全)USD(CNH),h20755.CSI,CSI
指数,h20756,环保(全)USD,h20756.CSI,CSI
指数,h20757,环保(全)USD(CNH),h20757.CSI,CSI
指数,h20758,凤凰50全收益,h20758.CSI,CSI
指数,h20766,民企高装主题全收益,h20766.CSI,CSI
指数,h20767,沪深300优选全收益,h20767.CSI,CSI
指数,h20768,沪深300优选(HKD)全收益,h20768.CSI,CSI
指数,h20771,CS新能源全收益,h20771.CSI,CSI
指数,h20776,CS增持全收益,h20776.CSI,CSI
指数,h20777,CS定增全收益,h20777.CSI,CSI
指数,h20781,中证影视全收益,h20781.CSI,CSI
指数,h20782,500SNLV全收益,h20782.CSI,CSI
指数,h20783,CS英大EI全收益,h20783.CSI,CSI
指数,h20789,CSMA预期全收益,h20789.CSI,CSI
指数,h20790,CS娱乐TI全收益,h20790.CSI,CSI
指数,h20791,CS医药TI全收益,h20791.CSI,CSI
指数,h20792,HK银行(全)HKD,h20792.CSI,CSI
指数,h20793,HK银行(全)CNY,h20793.CSI,CSI
指数,h20794,中美互联网(全)CNY,h20794.CSI,CSI
指数,h20795,中美互联网(全)USD,h20795.CSI,CSI
指数,h20796,全球中国互联网(全)CNY,h20796.CSI,CSI
指数,h20797,全球中国互联网(全)USD,h20797.CSI,CSI
指数,h20820,CS高端制全收益,h20820.CSI,CSI
指数,h20821,中证VR全收益,h20821.CSI,CSI
指数,h20836,沪港深高股息(全)CNY,h20836.CSI,CSI
指数,h20837,沪港深高股息(全)HKD,h20837.CSI,CSI
指数,h20838,CS高股息全收益,h20838.CSI,CSI
指数,h20839,港股通高息精选(全),h20839.CSI,CSI
指数,h20840,港股通高息精选全CNY,h20840.CSI,CSI
指数,h20845,CS供给侧全收益,h20845.CSI,CSI
指数,h20846,300SNLV全收益,h20846.CSI,CSI
指数,h20847,800SNLV全收益,h20847.CSI,CSI
指数,h20848,1000SNLV全收益,h20848.CSI,CSI
指数,h20850,智能制造全收益,h20850.CSI,CSI
指数,h20851,云计算全收益,h20851.CSI,CSI
指数,h20852,量子通信全收益,h20852.CSI,CSI
指数,h20853,海绵城市全收益,h20853.CSI,CSI
指数,h20854,水环境全收益,h20854.CSI,CSI
指数,h20855,CS质量成长全收益,h20855.CSI,CSI
指数,h20856,HK质量(全)HKD,h20856.CSI,CSI
指数,h20857,HK质量(全)CNY,h20857.CSI,CSI
指数,h20858,沪港深质量(全)CNY,h20858.CSI,CSI
指数,h20859,沪港深质量(全)HKD,h20859.CSI,CSI
指数,h20860,盈利质量全收益,h20860.CSI,CSI
指数,h20861,香港EQ(全)HKD,h20861.CSI,CSI
指数,h20862,香港EQ(全)CNY,h20862.CSI,CSI
指数,h20863,沪港深EQ(全)CNY,h20863.CSI,CSI
指数,h20864,沪港深EQ(全)HKD,h20864.CSI,CSI
指数,h20875,空天一体全收益,h20875.CSI,CSI
指数,h20876,香港彩娱(全)HKD,h20876.CSI,CSI
指数,h20877,香港彩娱(全)CNY,h20877.CSI,CSI
指数,h20878,中国质量成长(全)CNY,h20878.CSI,CSI
指数,h20879,中国质量成长(全)USD,h20879.CSI,CSI
指数,h20880,中国盈利质量(全)CNY,h20880.CSI,CSI
指数,h20881,中国盈利质量(全)USD,h20881.CSI,CSI
指数,h20882,CS珠三角全收益,h20882.CSI,CSI
指数,h20883,创新驱动全收益,h20883.CSI,CSI
指数,h20884,300创新全收益,h20884.CSI,CSI
指数,h20885,500创新全收益,h20885.CSI,CSI
指数,h20899,全球消费50(全),h20899.CSI,CSI
指数,h20900,全球消费50(全)USD,h20900.CSI,CSI
指数,h20901,动漫游戏全收益,h20901.CSI,CSI
指数,h20902,中证数据全收益,h20902.CSI,CSI
指数,h20903,中证A股全收益,h20903.CSI,CSI
指数,h20907,香港海外高股息(全),h20907.CSI,CSI
指数,h20908,香港海外高股息全CNY,h20908.CSI,CSI
指数,h20910,农牧渔全收益,h20910.CSI,CSI
指数,h20911,中证化学原料全收益,h20911.CSI,CSI
指数,h20914,港股通高股息(全),h20914.CSI,CSI
指数,h20915,港股通高股息(全)CNY,h20915.CSI,CSI
指数,h20917,SHS高股息(全),h20917.CSI,CSI
指数,h20918,SHS高股息(全)HKD,h20918.CSI,CSI
指数,h20923,港中国中小(全)(HKD),h20923.CSI,CSI
指数,h20924,港中国中小(全)CNY,h20924.CSI,CSI
指数,h20925,沪港深保险(全),h20925.CSI,CSI
指数,h20926,沪港深保险(全)HKD,h20926.CSI,CSI
指数,h20927,CX基石全收益,h20927.CSI,CSI
指数,h20928,CX新动能全收益,h20928.CSI,CSI
指数,h20930,港股综合(全)(HKD),h20930.CSI,CSI
指数,h20931,港股通50(全)(HKD),h20931.CSI,CSI
指数,h20932,港股通内地证券(全),h20932.CSI,CSI
指数,h20933,港股综合(全)CNY,h20933.CSI,CSI
指数,h20934,港股通50(全)CNY,h20934.CSI,CSI
指数,h20935,港股通内地证券(全)CNY,h20935.CSI,CSI
指数,h20937,稳健成长全收益,h20937.CSI,CSI
指数,h20938,500成长估值全收益,h20938.CSI,CSI
指数,h20939,500质量成长全收益,h20939.CSI,CSI
指数,h20945,香港新股(全)(HKD),h20945.CSI,CSI
指数,h20946,香港新股(全)(CNY),h20946.CSI,CSI
指数,h20949,价值回报全收益,h20949.CSI,CSI
指数,h20955,红利低波100全收益,h20955.CSI,CSI
指数,h20956,绿色投资全收益,h20956.CSI,CSI
指数,h20957,港股通中国100(全),h20957.CSI,CSI
指数,h20958,港股通中国100(全)CNY,h20958.CSI,CSI
指数,h20959,港股通海外50(全),h20959.CSI,CSI
指数,h20960,港股通能源C(全),h20960.CSI,CSI
指数,h20961,港股通材料C(全),h20961.CSI,CSI
指数,h20962,港股通工业C(全),h20962.CSI,CSI
指数,h20964,港股通消费C(全),h20964.CSI,CSI
指数,h20965,港股通医药C(全),h20965.CSI,CSI
指数,h20966,港股通金融C(全),h20966.CSI,CSI
指数,h20967,港股通信息C(全),h20967.CSI,CSI
指数,h20968,港股通通信C(全),h20968.CSI,CSI
指数,h20969,港股通公用C(全),h20969.CSI,CSI
指数,h20970,港股通能源C(全)CNY,h20970.CSI,CSI
指数,h20971,港股通材料C(全)CNY,h20971.CSI,CSI
指数,h20972,港股通工业C(全)CNY,h20972.CSI,CSI
指数,h20974,港股通消费C(全)CNY,h20974.CSI,CSI
指数,h20975,港股通医药C(全)CNY,h20975.CSI,CSI
指数,h20976,港股通金融C(全)CNY,h20976.CSI,CSI
指数,h20977,港股通信息C(全)CNY,h20977.CSI,CSI
指数,h20978,港股通通信C(全)CNY,h20978.CSI,CSI
指数,h20979,港股通公用C(全)CNY,h20979.CSI,CSI
指数,h20980,港股通海外50(全)CNY,h20980.CSI,CSI
指数,h20981,东北指数全收益,h20981.CSI,CSI
指数,h20985,500LBLV全收益,h20985.CSI,CSI
指数,h20986,金融科技全收益,h20986.CSI,CSI
指数,h20987,安徽发展全收益,h20987.CSI,CSI
指数,h20992,沪港深红利低波(全)(CNY),h20992.CSI,CSI
指数,h20993,沪港深红利低波(全)(HKD),h20993.CSI,CSI
指数,h20997,新能源车全收益,h20997.CSI,CSI
指数,h20998,港股通大湾区(全),h20998.CSI,CSI
指数,h20999,SHS大湾区(全),h20999.CSI,CSI
指数,h21000,大湾区全收益,h21000.CSI,CSI
指数,h21001,港股通大湾区(全)CNY,h21001.CSI,CSI
指数,h21002,SHS大湾区(全)HKD,h21002.CSI,CSI
指数,h21004,女性消费全收益,h21004.CSI,CSI
指数,h21005,母婴消费全收益,h21005.CSI,CSI
指数,h21006,老年消费全收益,h21006.CSI,CSI
指数,h21008,中证全指汽车指数全收益,h21008.CSI,CSI
指数,h21009,中证全指建筑材料全收益,h21009.CSI,CSI
指数,h21013,消费低波全收益,h21013.CSI,CSI
指数,h21014,成长低波全收益,h21014.CSI,CSI
指数,h21020,装配建筑全收益,h21020.CSI,CSI
指数,h21021,家电龙头全收益,h21021.CSI,CSI
指数,h21022,大气治理全收益,h21022.CSI,CSI
指数,h21023,北京50全收益,h21023.CSI,CSI
指数,h21024,港股通非银(全),h21024.CSI,CSI
指数,h21025,港股通地产(全),h21025.CSI,CSI
指数,h21026,港股通 TMT(全),h21026.CSI,CSI
指数,h21027,港股通大消费(全),h21027.CSI,CSI
指数,h21028,港股通非银(全)CNY,h21028.CSI,CSI
指数,h21029,港股通地产(全)CNY,h21029.CSI,CSI
指数,h21030,港股通 TMT(全)CNY,h21030.CSI,CSI
指数,h21031,港股通大消费(全)CNY,h21031.CSI,CSI
指数,h21032,复兴100全收益,h21032.CSI,CSI
指数,h21033,杭州湾区全收益,h21033.CSI,CSI
指数,h21037,绿色领先全收益,h21037.CSI,CSI
指数,h21038,A100AH(全),h21038.CSI,CSI
指数,h21039,银行AH(全),h21039.CSI,CSI
指数,h21040,证券AH(全),h21040.CSI,CSI
指数,h21041,证保AH(全),h21041.CSI,CSI
指数,h21042,能源AH(全),h21042.CSI,CSI
指数,h21043,央企AH(全),h21043.CSI,CSI
指数,h21044,国企AH(全),h21044.CSI,CSI
指数,h21045,A100AH(全)HKD,h21045.CSI,CSI
指数,h21046,银行AH(全)HKD,h21046.CSI,CSI
指数,h21047,证券AH(全)HKD,h21047.CSI,CSI
指数,h21048,证保AH(全)HKD,h21048.CSI,CSI
指数,h21049,能源AH(全)HKD,h21049.CSI,CSI
指数,h21050,央企AH(全)HKD,h21050.CSI,CSI
指数,h21051,国企AH(全)HKD,h21051.CSI,CSI
指数,h21052,国信价值全收益,h21052.CSI,CSI
指数,h21053,高股息策略全收益,h21053.CSI,CSI
指数,h21054,财务稳健全收益,h21054.CSI,CSI
指数,h21055,稳健低波全收益,h21055.CSI,CSI
指数,h21057,股权激励全收益,h21057.CSI,CSI
指数,h21058,竞争优势全收益,h21058.CSI,CSI
指数,h21062,质量低波全收益,h21062.CSI,CSI
指数,h21063,创始经营全收益,h21063.CSI,CSI
指数,h21066,军工龙头全收益,h21066.CSI,CSI
指数,h21067,绩优策略全收益,h21067.CSI,CSI
指数,h21068,消费龙头全收益,h21068.CSI,CSI
指数,h21069,中金300全收益,h21069.CSI,CSI
指数,h21071,人工智能全收益,h21071.CSI,CSI
指数,h21072,全球中国互联网(全)HKD,h21072.CSI,CSI
指数,h21079,5G通信全收益,h21079.CSI,CSI
指数,h21083,全球电子游戏(全),h21083.CSI,CSI
指数,h21084,全球电子游戏(全)HKD,h21084.CSI,CSI
指数,h21085,全球电子游戏(全)USD,h21085.CSI,CSI
指数,h21087,科技龙头全收益,h21087.CSI,CSI
指数,h21090,海外中国能源全(CNY),h21090.CSI,CSI
指数,h21091,海外中国材料全(CNY),h21091.CSI,CSI
指数,h21092,海外中国工业全(CNY),h21092.CSI,CSI
指数,h21093,海外中国可选全(CNY),h21093.CSI,CSI
指数,h21094,海外中国消费全(CNY),h21094.CSI,CSI
指数,h21096,海外中国金融全(CNY),h21096.CSI,CSI
指数,h21097,海外中国信息全(CNY),h21097.CSI,CSI
指数,h21098,海外中国电信全(CNY),h21098.CSI,CSI
指数,h21099,海外中国公用全(CNY),h21099.CSI,CSI
指数,h21100,海外中国能源全(HKD),h21100.CSI,CSI
指数,h21101,海外中国材料全(HKD),h21101.CSI,CSI
指数,h21102,海外中国工业全(HKD),h21102.CSI,CSI
指数,h21103,海外中国可选全(HKD),h21103.CSI,CSI
指数,h21104,海外中国消费全(HKD),h21104.CSI,CSI
指数,h21106,海外中国金融全(HKD),h21106.CSI,CSI
指数,h21107,海外中国信息全(HKD),h21107.CSI,CSI
指数,h21108,海外中国电信全(HKD),h21108.CSI,CSI
指数,h21109,海外中国公用全(HKD),h21109.CSI,CSI
指数,h21110,海外中国能源全(USD),h21110.CSI,CSI
指数,h21111,海外中国材料全(USD),h21111.CSI,CSI
指数,h21112,海外中国工业全(USD),h21112.CSI,CSI
指数,h21113,海外中国可选全(USD),h21113.CSI,CSI
指数,h21114,海外中国消费全(USD),h21114.CSI,CSI
指数,h21116,海外中国金融全(USD),h21116.CSI,CSI
指数,h21117,海外中国信息全(USD),h21117.CSI,CSI
指数,h21118,海外中国电信全(USD),h21118.CSI,CSI
指数,h21119,海外中国公用全(USD),h21119.CSI,CSI
指数,h21120,中国互联网1040(全)(CNY),h21120.CSI,CSI
指数,h21121,中国互联网1040(全)(USD),h21121.CSI,CSI
指数,h21122,中国互联网1040(全)(EUR),h21122.CSI,CSI
指数,h21127,浙江新动能(全),h21127.CSI,CSI
指数,h21128,浙江新动能(全)USD,h21128.CSI,CSI
指数,h21129,盈利估值全收益,h21129.CSI,CSI
指数,h21130,红利成长低波全收益,h21130.CSI,CSI
指数,h21133,经济蓝筹全收益,h21133.CSI,CSI
指数,h21134,AH经济蓝筹(全),h21134.CSI,CSI
指数,h21135,AH经济蓝筹(全)HKD,h21135.CSI,CSI
指数,h21136,深圳科技(全),h21136.CSI,CSI
指数,h21137,深圳科技(全)HKD,h21137.CSI,CSI
指数,h21138,高息低波全收益,h21138.CSI,CSI
指数,h21139,CS消费50全收益,h21139.CSI,CSI
指数,h21140,医药50全收益,h21140.CSI,CSI
指数,h21141,CS长三角全收益,h21141.CSI,CSI
指数,h21142,东证竞争全收益,h21142.CSI,CSI
指数,h21143,CS红利配置全收益,h21143.CSI,CSI
指数,h21144,通信技术全收益,h21144.CSI,CSI
指数,h21148,ESG80全收益,h21148.CSI,CSI
指数,h21149,环境质量全收益,h21149.CSI,CSI
指数,h21150,绿色质量全收益,h21150.CSI,CSI
指数,h21151,光伏产业全收益,h21151.CSI,CSI
指数,h21152,CS创新药全收益,h21152.CSI,CSI
指数,h21155,300质量成长全收益,h21155.CSI,CSI
指数,h21156,800质量成长全收益,h21156.CSI,CSI
指数,h21157,SHS红利成长LV(全),h21157.CSI,CSI
指数,h21158,SHS红利成长LV(全)HKD,h21158.CSI,CSI
指数,h21159,创新100全收益,h21159.CSI,CSI
指数,h21160,中证全指通信设备全收益,h21160.CSI,CSI
指数,h21163,浙江100全收益,h21163.CSI,CSI
指数,h21165,新兴科技100全收益,h21165.CSI,CSI
指数,h21166,医药健康100全收益,h21166.CSI,CSI
指数,h21167,先进制造100全收益,h21167.CSI,CSI
指数,h21168,绿色价值100全收益,h21168.CSI,CSI
指数,h21169,证券30全收益,h21169.CSI,CSI
指数,h21170,民企龙头全收益,h21170.CSI,CSI
指数,h21186,中证科技全收益,h21186.CSI,CSI
指数,h21187,科技100全收益,h21187.CSI,CSI
指数,h21359,沪深300(全)AUD(CNH),h21359.CSI,CSI
指数,h30001,中证环渤海,h30001.CSI,CSI
指数,h30002,中证长三角,h30002.CSI,CSI
指数,h30004,中证中部崛起,h30004.CSI,CSI
指数,h30005,中证西部开发,h30005.CSI,CSI
指数,h30006,中证东北振兴,h30006.CSI,CSI
指数,h30007,芯片产业,h30007.CSI,CSI
指数,h30011,中证800材料主题,h30011.CSI,CSI
指数,h30012,中证800资本,h30012.CSI,CSI
指数,h30013,800商业,h30013.CSI,CSI
指数,h30014,800运输,h30014.CSI,CSI
指数,h30015,中证800汽车,h30015.CSI,CSI
指数,h30016,800耐用,h30016.CSI,CSI
指数,h30017,800服务,h30017.CSI,CSI
指数,h30018,800传媒,h30018.CSI,CSI
指数,h30019,800零售,h30019.CSI,CSI
指数,h30020,800食品,h30020.CSI,CSI
指数,h30022,800银行,h30022.CSI,CSI
指数,h30023,800资本,h30023.CSI,CSI
指数,h30024,800保险,h30024.CSI,CSI
指数,h30031,800有色,h30031.CSI,CSI
指数,h30034,300有色,h30034.CSI,CSI
指数,h30035,300非银,h30035.CSI,CSI
指数,h30036,AMAC餐饮,h30036.CSI,CSI
指数,h30037,AMAC商务,h30037.CSI,CSI
指数,h30038,AMAC科技,h30038.CSI,CSI
指数,h30039,AMAC公共,h30039.CSI,CSI
指数,h30040,AMAC社会,h30040.CSI,CSI
指数,h30041,AMAC农副,h30041.CSI,CSI
指数,h30042,AMAC食品,h30042.CSI,CSI
指数,h30043,AMAC饮料,h30043.CSI,CSI
指数,h30044,AMAC纺织,h30044.CSI,CSI
指数,h30045,AMAC服装,h30045.CSI,CSI
指数,h30046,AMAC皮革,h30046.CSI,CSI
指数,h30047,AMAC木材,h30047.CSI,CSI
指数,h30048,AMAC家具,h30048.CSI,CSI
指数,h30049,AMAC造纸,h30049.CSI,CSI
指数,h30050,AMAC印刷,h30050.CSI,CSI
指数,h30051,AMAC文教,h30051.CSI,CSI
指数,h30052,AMAC石化,h30052.CSI,CSI
指数,h30053,AMAC化学,h30053.CSI,CSI
指数,h30054,AMAC医药,h30054.CSI,CSI
指数,h30055,AMAC化纤,h30055.CSI,CSI
指数,h30056,AMAC橡胶,h30056.CSI,CSI
指数,h30057,AMAC矿物,h30057.CSI,CSI
指数,h30058,AMAC钢铁,h30058.CSI,CSI
指数,h30059,AMAC有色,h30059.CSI,CSI
指数,h30060,AMAC金属,h30060.CSI,CSI
指数,h30061,AMAC通用,h30061.CSI,CSI
指数,h30062,AMAC专用,h30062.CSI,CSI
指数,h30063,AMAC汽车,h30063.CSI,CSI
指数,h30064,AMAC运输,h30064.CSI,CSI
指数,h30065,AMAC电气,h30065.CSI,CSI
指数,h30066,AMAC电子,h30066.CSI,CSI
指数,h30067,AMAC仪表,h30067.CSI,CSI
指数,h30068,中证文化,h30068.CSI,CSI
指数,h30073,中证红利回报,h30073.CSI,CSI
指数,h30074,中证服务,h30074.CSI,CSI
指数,h30079,300信服,h30079.CSI,CSI
指数,h30080,300消服,h30080.CSI,CSI
指数,h30081,沪深300公运,h30081.CSI,CSI
指数,h30082,300两倍,h30082.CSI,CSI
指数,h30083,300反向,h30083.CSI,CSI
指数,h30084,300反两,h30084.CSI,CSI
指数,h30086,800金融,h30086.CSI,CSI
指数,h30087,中证500动态,h30087.CSI,CSI
指数,h30088,中证500稳定,h30088.CSI,CSI
指数,h30089,红利潜力,h30089.CSI,CSI
指数,h30090,能源红利,h30090.CSI,CSI
指数,h30091,材料红利,h30091.CSI,CSI
指数,h30092,工业红利,h30092.CSI,CSI
指数,h30093,可选红利,h30093.CSI,CSI
指数,h30094,消费红利,h30094.CSI,CSI
指数,h30095,医药红利,h30095.CSI,CSI
指数,h30096,金融红利,h30096.CSI,CSI
指数,h30097,信息红利,h30097.CSI,CSI
指数,h30098,通信红利,h30098.CSI,CSI
指数,h30099,公用红利,h30099.CSI,CSI
指数,h30100,港股通上游资源,h30100.CSI,CSI
指数,h30101,H300中游港币,h30101.CSI,CSI
指数,h30102,H300下游港币,h30102.CSI,CSI
指数,h30103,H300周期港币,h30103.CSI,CSI
指数,h30104,H300非周期港币,h30104.CSI,CSI
指数,h30105,H300地产港币,h30105.CSI,CSI
指数,h30106,H300金融服务港币,h30106.CSI,CSI
指数,h30107,H300现代服务港币,h30107.CSI,CSI
指数,h30109,H300消费港币,h30109.CSI,CSI
指数,h30110,港股通上游资源CNY,h30110.CSI,CSI
指数,h30111,H300中游人民币,h30111.CSI,CSI
指数,h30112,H300下游人民币,h30112.CSI,CSI
指数,h30113,H300周期人民币,h30113.CSI,CSI
指数,h30114,H300非周期人民币,h30114.CSI,CSI
指数,h30115,H300地产人民币,h30115.CSI,CSI
指数,h30116,H300金融服务人民币,h30116.CSI,CSI
指数,h30117,H300现代服务人民币,h30117.CSI,CSI
指数,h30119,H300消费人民币,h30119.CSI,CSI
指数,h30124,安中动态,h30124.CSI,CSI
指数,h30131,中国消费人民币,h30131.CSI,CSI
指数,h30132,中国消费美元,h30132.CSI,CSI
指数,h30133,金砖DR,h30133.CSI,CSI
指数,h30134,金砖DR U,h30134.CSI,CSI
指数,h30135,金砖DR(HK),h30135.CSI,CSI
指数,h30136,金砖DR(HK)U,h30136.CSI,CSI
指数,h30137,中证城镇,h30137.CSI,CSI
指数,h30138,智慧城镇,h30138.CSI,CSI
指数,h30139,绿色城镇,h30139.CSI,CSI
指数,h30140,城镇交通,h30140.CSI,CSI
指数,h30141,智能交通,h30141.CSI,CSI
指数,h30142,城镇消费,h30142.CSI,CSI
指数,h30143,新基建,h30143.CSI,CSI
指数,h30164,汽车汽配,h30164.CSI,CSI
指数,h30166,中证全指机械制造,h30166.CSI,CSI
指数,h30169,中证全指资本品,h30169.CSI,CSI
指数,h30170,中证全指商业指数,h30170.CSI,CSI
指数,h30171,中证全指运输指数,h30171.CSI,CSI
指数,h30172,耐用服装,h30172.CSI,CSI
指数,h30173,中证全指消费者,h30173.CSI,CSI
指数,h30174,中证全指媒体指数,h30174.CSI,CSI
指数,h30175,中证全指零售指数,h30175.CSI,CSI
指数,h30176,食药零售,h30176.CSI,CSI
指数,h30177,全指食品,h30177.CSI,CSI
指数,h30178,医疗保健,h30178.CSI,CSI
指数,h30179,制药生物,h30179.CSI,CSI
指数,h30182,计算机,h30182.CSI,CSI
指数,h30183,中证全指电子,h30183.CSI,CSI
指数,h30184,中证全指半导体,h30184.CSI,CSI
指数,h30186,中证全指保险指数,h30186.CSI,CSI
指数,h30187,中证全指化学制品,h30187.CSI,CSI
指数,h30190,电子设备,h30190.CSI,CSI
指数,h30192,食品,h30192.CSI,CSI
指数,h30193,中证全指纺织服装,h30193.CSI,CSI
指数,h30195,中证全指建筑工程,h30195.CSI,CSI
指数,h30196,耐用消费品,h30196.CSI,CSI
指数,h30197,一般零售,h30197.CSI,CSI
指数,h30198,油气产业,h30198.CSI,CSI
指数,h30199,中证全指电力指数,h30199.CSI,CSI
指数,h30200,中证全指交通设施,h30200.CSI,CSI
指数,h30201,贸易商,h30201.CSI,CSI
指数,h30202,软件指数,h30202.CSI,CSI
指数,h30203,中证全指信息服务,h30203.CSI,CSI
指数,h30204,休闲服务,h30204.CSI,CSI
指数,h30205,饮料指数,h30205.CSI,CSI
指数,h30206,中证全指纸类林业,h30206.CSI,CSI
指数,h30207,中证全指电脑设备,h30207.CSI,CSI
指数,h30208,中证全指专营零售,h30208.CSI,CSI
指数,h30209,中证全指建筑产品,h30209.CSI,CSI
指数,h30211,中证全指资本市场,h30211.CSI,CSI
指数,h30213,CS航空航天,h30213.CSI,CSI
指数,h30214,油气开采服务,h30214.CSI,CSI
指数,h30215,中证全指休闲用品,h30215.CSI,CSI
指数,h30216,航运指数,h30216.CSI,CSI
指数,h30217,医疗器械,h30217.CSI,CSI
指数,h30218,中证全指水务指数,h30218.CSI,CSI
指数,h30219,中证全指容器包装,h30219.CSI,CSI
指数,h30220,文化娱乐,h30220.CSI,CSI
指数,h30221,中证全指复合公用,h30221.CSI,CSI
指数,h30222,运输业,h30222.CSI,CSI
指数,h30223,航空运输,h30223.CSI,CSI
指数,h30230,H300LV(HKD),h30230.CSI,CSI
指数,h30231,H300LB(HKD),h30231.CSI,CSI
指数,h30232,H300HB(HKD),h30232.CSI,CSI
指数,h30233,H300稳定(HKD),h30233.CSI,CSI
指数,h30234,H300动态(HKD),h30234.CSI,CSI
指数,h30235,H300CNLV(HKD),h30235.CSI,CSI
指数,h30236,H300CNLB(HKD),h30236.CSI,CSI
指数,h30237,H300CNHB(HKD),h30237.CSI,CSI
指数,h30238,HK100EW(HKD),h30238.CSI,CSI
指数,h30239,HKCN50EW(HKD),h30239.CSI,CSI
指数,h30240,H300LV(CNY),h30240.CSI,CSI
指数,h30241,H300LB(CNY),h30241.CSI,CSI
指数,h30242,H300HB(CNY),h30242.CSI,CSI
指数,h30243,H300稳定(CNY),h30243.CSI,CSI
指数,h30244,H300动态(CNY),h30244.CSI,CSI
指数,h30245,H300CNLV(CNY),h30245.CSI,CSI
指数,h30246,H300CNLB(CNY),h30246.CSI,CSI
指数,h30247,H300CNHB(CNY),h30247.CSI,CSI
指数,h30248,HK100EW(CNY),h30248.CSI,CSI
指数,h30249,HKCN50EW(CNY),h30249.CSI,CSI
指数,h30250,中证500能源,h30250.CSI,CSI
指数,h30251,中证500原料,h30251.CSI,CSI
指数,h30252,中证500工业,h30252.CSI,CSI
指数,h30253,中证500可选,h30253.CSI,CSI
指数,h30254,中证500消费,h30254.CSI,CSI
指数,h30255,中证500医药,h30255.CSI,CSI
指数,h30256,500金融地产,h30256.CSI,CSI
指数,h30257,中证500信息,h30257.CSI,CSI
指数,h30258,500通信,h30258.CSI,CSI
指数,h30259,中证500公用,h30259.CSI,CSI
指数,h30260,300动量,h30260.CSI,CSI
指数,h30261,300ERC,h30261.CSI,CSI
指数,h30263,腾讯济安,h30263.CSI,CSI
指数,h30269,红利低波,h30269.CSI,CSI
指数,h30270,红利价值,h30270.CSI,CSI
指数,h30271,A100动态,h30271.CSI,CSI
指数,h30272,A100稳定,h30272.CSI,CSI
指数,h30273,200动态,h30273.CSI,CSI
指数,h30274,200稳定,h30274.CSI,CSI
指数,h30310,中证500净收益美元,h30310.CSI,CSI
指数,h30311,800可选净收益美元,h30311.CSI,CSI
指数,h30312,800消费净收益美元,h30312.CSI,CSI
指数,h30313,800医药净收益美元,h30313.CSI,CSI
指数,h30314,800金地净收益美元,h30314.CSI,CSI
指数,h30315,800信息净收益美元,h30315.CSI,CSI
指数,h30316,800工业净收益美元,h30316.CSI,CSI
指数,h30317,800材料净收益美元,h30317.CSI,CSI
指数,h30318,科技传媒通信150,h30318.CSI,CSI
指数,h30322,股债RP,h30322.CSI,CSI
指数,h30324,H300银行(HKD),h30324.CSI,CSI
指数,h30325,H300运输(HKD),h30325.CSI,CSI
指数,h30326,港股通资源产业,h30326.CSI,CSI
指数,h30327,H300基建(HKD),h30327.CSI,CSI
指数,h30328,H300物流(HKD),h30328.CSI,CSI
指数,h30329,H300休闲(HKD),h30329.CSI,CSI
指数,h30330,HK细分龙头(HKD),h30330.CSI,CSI
指数,h30331,HK行业龙头(HKD),h30331.CSI,CSI
指数,h30332,香港50(HKD),h30332.CSI,CSI
指数,h30334,H300银行(CNY),h30334.CSI,CSI
指数,h30335,H300运输(CNY),h30335.CSI,CSI
指数,h30336,港股通资源产业CNY,h30336.CSI,CSI
指数,h30337,H300基建(CNY),h30337.CSI,CSI
指数,h30338,H300物流(CNY),h30338.CSI,CSI
指数,h30339,H300休闲(CNY),h30339.CSI,CSI
指数,h30340,HK细分龙头(CNY),h30340.CSI,CSI
指数,h30341,HK行业龙头(CNY),h30341.CSI,CSI
指数,h30342,香港50(CNY),h30342.CSI,CSI
指数,h30344,健康产业,h30344.CSI,CSI
指数,h30345,300波控1,h30345.CSI,CSI
指数,h30346,300波控2,h30346.CSI,CSI
指数,h30347,500波控1,h30347.CSI,CSI
指数,h30348,500波控2,h30348.CSI,CSI
指数,h30350,辽宁股交中心市场发展指数,h30350.CSI,CSI
指数,h30351,中证500成长,h30351.CSI,CSI
指数,h30352,中证500价值,h30352.CSI,CSI
指数,h30353,中证500R成长,h30353.CSI,CSI
指数,h30354,中证500R价值,h30354.CSI,CSI
指数,h30355,中证800成长,h30355.CSI,CSI
指数,h30356,中证800价值,h30356.CSI,CSI
